Project,Address,Street,Suite,Eng. Co.,Assigend Shift
Glen Arbor Apartments,9974,MERITO DR,B,1750,B
ST. SIMON THE APOSTLE CHURCH,11011,MUELLER RD,,1750,B
"""Simon Says"" Early Childhood Ctr.",11015,MUELLER RD,,1750,B
ST. SIMON THE APOSTLE SCHOOL,11019,MUELLER RD,,1750,B
Mehlville fire Station 5,11020,MUELLER RD,,1750,B
,10255,MUSICK RD,,1750,B
VICTORY CHRISTIAN SCHOOL,10255,MUSICK RD,,1750,B
ST. MARY'S ASSUMPTION CHURCH,11363,OAK BRANCH DR,,1750,B
Show Me Trucking,4547,OLD GREEN PARK RD,C,1750,B
SHOW ME TRUCKING,4547,OLD GREEN PARK RD,E,1750,B
GREEN PARK J MOBILE SERVICE,4547,OLD GREEN PARK RD,F,1750,B
SOUTHPOINTE APartments,9950,POINTE SOUTH DR,,1750,B
Paul Kanyuck - Revere LLC,11321,REVERE LN,,1750,B
SCOTTS LAWN SERVICE,110,ROCK CLIFF CT,A,1750,B
MetroGistics LLC,110,ROCK CLIFF CT,D,1750,B
SYLVANIA,111,ROCK CLIFF CT,,1750,B
Wil-Bond Construction LLC,111,Rock Cliff Ct,B,1750,B
commerce bank,4100,RUSTY RD,,1750,B
o'charley's restaurant,4130,RUSTY RD,,1750,B
culvers,4140,RUSTY RD,,1750,B
Costco Wholesale,4200,RUSTY RD,,1750,B
target,4250,RUSTY RD,,1750,B
bassett furniture direct,4265,RUSTY RD,,1750,B
J VEGYEREK,4400,S LINDBERGH BLVD,7,1750,B
IDENTITY SALON AND SPA,4426,S LINDBERGH BLVD,,1750,B
Inlanta Mortgage,4700,S LINDBERGH BLVD,,1750,B
Reliance Bank,5401,S LINDBERGH BLVD,,1750,B
HEYDE SEWING,5451,S LINDBERGH BLVD,,1750,B
sunshine daydream,5501,S LINDBERGH BLVD,,1750,B
aero silk screen & sports,5509,S LINDBERGH BLVD,,1750,B
kirnco incs gp,5511,S LINDBERGH BLVD,,1750,B
EAT-RITE DINER,5513,S LINDBERGH BLVD,,1750,B
missouri payday loans,5517,S LINDBERGH BLVD,,1750,B
paintball outfitters,5519,S LINDBERGH BLVD,,1750,B
kiss trading,5521,S LINDBERGH BLVD,,1750,B
t-mobil - vincent wireless,5524,S LINDBERGH BLVD,,1750,B
THE OLIVE GARDEN,5529,S LINDBERGH BLVD,,1750,B
travelhaus,5532,S LINDBERGH BLVD,,1750,B
P'SGHETTI'S,5540,S LINDBERGH BLVD,,1750,B
WILFRED GEITZ FLORIST,5549,S LINDBERGH BLVD,,1750,B
TACO BELL,5554,S LINDBERGH BLVD,,1750,B
regions bank,5600,S LINDBERGH BLVD,,1750,B
WHITE CASTLE,5615,S LINDBERGH BLVD,,1750,B
audio express-home of the $1 install,5616,S LINDBERGH BLVD,,1750,B
SINCLAIR buick-GMC truck,5655,S LINDBERGH BLVD,,1750,B
CONCORD VILLAGE CAR WASH,5677,S LINDBERGH BLVD,,1750,B
KLEIN'S AUTOMOTIVE REPAIR SERVICE,5679,S LINDBERGH BLVD,,1750,B
al's south county radiator,5679,S LINDBERGH BLVD,,1750,B
CHURCH'S FRIED CHICKEN,5702,S LINDBERGH BLVD,,1750,B
HERTZ,5706,S LINDBERGH BLVD,,1750,B
ROTHMAN'S FURNITURE,5711,S LINDBERGH BLVD,,1750,B
David M. HOLDER,5714,S LINDBERGH BLVD,01,1750,B
century 21 neubauer realty,5714,S LINDBERGH BLVD,02,1750,B
vacant,5714,S LINDBERGH BLVD,03 & 04,1750,B
jim lemke headquarters,5714,S LINDBERGH BLVD,05,1750,B
THE WEnDLING CO.,5714,S LINDBERGH BLVD,06,1750,B
"DR. G. W. EDSTROM, DC",5714,S LINDBERGH BLVD,07,1750,B
JOe rohlmann ALLSTATE INSurance,5714,S LINDBERGH BLVD,08,1750,B
dayco products,5714,S LINDBERGH BLVD,09,1750,B
mo DRIVING SCHooL,5714,S LINDBERGH BLVD,10,1750,B
outback steakhouse - outback missouri,5714,S LINDBERGH BLVD,11,1750,B
karpel computer systems,5714,S LINDBERGH BLVD,200,1750,B
ENTERPRISE LEASING,5718,S LINDBERGH BLVD,,1750,B
vacant,5721,S LINDBERGH BLVD,,1750,B
Red Lobster,5733,S LINDBERGH BLVD,,1750,B
VALVOLINE INSTANT OIL CHANGE,5745,S LINDBERGH BLVD,,1750,B
edward jones,5757,S LINDBERGH BLVD,100,1750,B
american lending group/national copy machine,5757,S LINDBERGH BLVD,101 & 105,1750,B
vacant,5757,S LINDBERGH BLVD,107,1750,B
vacant,5757,S LINDBERGH BLVD,201,1750,B
usa mortgage,5757,S LINDBERGH BLVD,202,1750,B
vacant,5757,S LINDBERGH BLVD,205,1750,B
walgreens,5764,S LINDBERGH BLVD,,1750,B
Schnucks,5780,S LINDBERGH BLVD,,1750,B
MANNION BEAUMONT & CO.,5782,S LINDBERGH BLVD,,1750,B
MICHAELS,5796....98,S LINDBERGH BLVD,,1750,B
heyde sewing machine co.,5809,S LINDBERGH BLVD,A,1750,B
providence chiropractic & related arts,5809,S LINDBERGH BLVD,B,1750,B
STATE FARM INSURANCE,5811,S LINDBERGH BLVD,,1750,B
vacant,5813,S LINDBERGH BLVD,,1750,B
VACANT,5815,S LINDBERGH BLVD,,1750,B
TJ HAIR NAIL &SPA,5817,S LINDBERGH BLVD,,1750,B
POUNDS AND INCHES AWAY,5819,S LINDBERGH BLVD,,1750,B
STEAK N SHAKE,5828,S LINDBERGH BLVD,,1750,B
soccer master,5833,S LINDBERGH BLVD,4,1750,B
trifecta,5837,S LINDBERGH BLVD,3,1750,B
MOBIL ON THE RUN,5840,S LINDBERGH BLVD,,1750,B
SLYMAN BROTHERS,5841,S LINDBERGH BLVD,,1750,B
mediquip,5845,S LINDBERGH BLVD,1,1750,B
MCDONALD'S restaurant,5904,S LINDBERGH BLVD,,1750,B
JACK-IN-THE-BOX,5905,S LINDBERGH BLVD,,1750,B
BARTOLINOS,5914,S LINDBERGH BLVD,,1750,B
Suntrup Hyundai,5926,S LINDBERGH BLVD,,1750,B
Mungenast St Louis Mitsubishi,5929,S LINDBERGH BLVD,,1750,B
dave mungenast motor sports,5935,S LINDBERGH BLVD,,1750,B
Mungenast St Louis Honda,5939,S LINDBERGH BLVD,,1750,B
RSI Kitchen & Bath,5960,S LINDBERGH BLVD,,1750,B
suntrup nissan - v w,6000,S LINDBERGH BLVD,,1750,B
Suntrup IMPORTS,6014,S LINDBERGH BLVD,,1750,B
reiter specific chiropractic Inc.,6022,S LINDBERGH BLVD,100 & 103,1750,B
vacant,6022,S LINDBERGH BLVD,102,1750,B
vacant,6022,S LINDBERGH BLVD,201,1750,B
PANDUIT CORPoration,6022,S LINDBERGH BLVD,202 & 205,1750,B
BELFO,6022,S LINDBERGH BLVD,203,1750,B
enterprise,6037,S LINDBERGH BLVD,,1750,B
Dairy Queen,6070,S LINDBERGH BLVD,,1750,B
Taco Bell,6080,S LINDBERGH BLVD,,1750,B
Golden Corral,6110,S LINDBERGH BLVD,,1750,B
bommarito Pontiac MAZDA,6127,S LINDBERGH BLVD,,1750,B
MUNGENAST,6160,S LINDBERGH BLVD,,1750,B
Celsis Laboratory Group,6200,S LINDBERGH BLVD,,1750,B
DON DARR CHEVROLET,6201 ,S LINDBERGH BLVD,,1750,B
THE PASTA HOUSE COMPANY,6214,S LINDBERGH BLVD,,1750,B
"hospice of missouri, inc.",6240,S LINDBERGH BLVD,100,1750,B
"fick, eggemeyer & williamson, cpa's",6240,S LINDBERGH BLVD,101,1750,B
harthill marketing services,6240,S LINDBERGH BLVD,202,1750,B
harting dental lab,6260,S LINDBERGH BLVD,101,1750,B
vacant,6260,S LINDBERGH BLVD,103,1750,B
vacant,6260,S LINDBERGH BLVD,104,1750,B
st. louis home mortgage,6260,S LINDBERGH BLVD,200,1750,B
OFFICE DEPOT,6263,S LINDBERGH BLVD,,1750,B
st. louis postal credit union,6300,S LINDBERGH BLVD,,1750,B
weekends only,6303,S LINDBERGH BLVD,,1750,B
quick trip #649,6312,S LINDBERGH BLVD,,1750,B
DENNY'S RESTAURANT,6441,S LINDBERGH BLVD,,1750,B
VACANT, 6500,S LINDBERGH BLVD,,1750,B
VACANT,6516,S LINDBERGH BLVD,,1750,B
BOB EVANS FARMS RESTAURANT,6528,S LINDBERGH BLVD,,1750,B
OAK GROVE INN, 6602,S LINDBERGH BLVD,,1750,B
pro therm,11108,S TOWNE SQ,,1750,B
the accel group,11116,S TOWNE SQ,100,1750,B
vacant,11116,S TOWNE SQ,101,1750,B
TEAM RS,11116,S TOWNE SQ,102,1750,B
BOMMARITO INDUSTRIAL SALES,11116,S TOWNE SQ,105,1750,B
vacant,11116,S TOWNE SQ,200 ,1750,B
hshc inc.,11116,S TOWNE SQ,202 & 205,1750,B
mc lain properties,11116,S TOWNE SQ,300,1750,B
vacant,11116,S TOWNE SQ,301,1750,B
tetra tech em inc.,11116,S TOWNE SQ,303,1750,B
otr therapy associates,11116,S TOWNE SQ,304,1750,B
FOUR SEASONS CARPET CLEANING,11123,S TOWNE SQ,A,1750,B
COMMERCIAL GROUP,11123,S TOWNE SQ,B,1750,C
Care Medical Supplies,11123,S TOWNE SQ,C ,1750,C
Care Medical Supplies,11123,S TOWNE SQ,D,1750,C
"HLES, INC",11123,S TOWNE SQ,E,1750,C
ESCANAUIANCE,11123,S TOWNE SQ,F,1750,C
long & assoc./ progress service group,11124,S TOWNE SQ,101,1750,C
epic systems,11124,S TOWNE SQ,102,1750,C
vacant,11124,S TOWNE SQ,200,1750,C
vacant,11124,S TOWNE SQ,300,1750,C
"winsby group, llc",11124 ,S TOWNE SQ,103,1750,C
the cleaning authority,11131,S TOWNE SQ,A,1750,C
vacant,11131,S TOWNE SQ,B,1750,C
"COMMERCIAL FLEET EXPORT, INC",11131,S TOWNE SQ,C,1750,C
advance mailing services,11131,S TOWNE SQ,D,1750,C
systems support - disaster recovery journal,11131,S TOWNE SQ,E,1750,C
CROWN WEALTH MANAGEMENT,11131,S TOWNE SQ,F,1750,C
lemay concrete block co.,11131,S TOWNE SQ,G,1750,C
vacant,11131,S TOWNE SQ,H & I,1750,C
h & h health,11132,S TOWNE SQ,100 & 107,1750,C
aaron psychology centers,11132,S TOWNE SQ,101,1750,C
triteq,11132,S TOWNE SQ,103 & 104,1750,C
DR. DOUGLAS A. KRAUSS,11132,S TOWNE SQ,105,1750,C
defense security,11132,S TOWNE SQ,200/205/207,1750,C
vacant,11132,S TOWNE SQ,201,1750,C
mack mclain & associates,11132,S TOWNE SQ,202,1750,C
POTOTMAC PUBLISHING INC,11132,S TOWNE SQ,203,1750,C
ARCH MEDICAL BILLING INC.,11137,S TOWNE SQ,A & B,1750,C
"betlejewski sales, inc.",11137,S TOWNE SQ,C,1750,C
total comfort group,11137,S TOWNE SQ,D,1750,C
C.,11139,S TOWNE SQ,A,1750,C
gm-spo-ac delco training center,11139,S TOWNE SQ,B,1750,C
MARTIN GLASS CO.,11139,S TOWNE SQ,C,1750,C
"MTS CONSTRUCTION SERVICES, LLC",11139,S TOWNE SQ,D,1750,C
vacant,11139,S TOWNE SQ,E,1750,C
SIGN RESOURCES INC,11139,S TOWNE SQ,F,1750,C
"VOSS PROPERTIES, CORP.",11140,S TOWNE SQ,100,1750,C
homer mortgage,11140,S TOWNE SQ,101 &202,1750,C
gateway cardiology,11140,S TOWNE SQ,105,1750,C
global intermediaries,11140,S TOWNE SQ,200,1750,C
vacant,11140,S TOWNE SQ,"201, 203",1750,C
magna land trusts,11140,S TOWNE SQ,205,1750,C
KENT MILFORD CPA PC,11141,S TOWNE SQ,A,1750,C
apps,11141,S TOWNE SQ,B ,1750,C
COBB PROSTHETICS,11141,S TOWNE SQ,C & D,1750,C
midwest analytical inc.,11141,S TOWNE SQ,E,1750,C
physician data management,11152,S TOWNE SQ,,1750,C
"KETZNER ENTERPRISES, INC.",11155,S TOWNE SQ,A,1750,C
brotherhood of magicians,11155,S TOWNE SQ,B & C,1750,C
ringold cinema equipment,11155,S TOWNE SQ,D,1750,C
alcorn equipment,11155,S TOWNE SQ,F,1750,C
mtc construction,11159,S TOWNE SQ,A,1750,C
apcom power,11159,S TOWNE SQ,B,1750,C
mAAG gEOTECHNICAL sERVICES,11159,S TOWNE SQ,C,1750,C
synergy world  wilbert co.,11159,S TOWNE SQ,D,1750,C
TEAM INC.,11159,S TOWNE SQ,E,1750,C
CONNECTRONICS INC.,11159,S TOWNE SQ,F,1750,C
LEINWEBER SERVICE COMPANY,11163,S TOWNE SQ,A,1750,C
power solutions,11163,S TOWNE SQ,B,1750,C
BEST HOME FURNISHINGS,11182,S TOWNE SQ,B,1750,C
CASA GALLARDO,11185,S TOWNE SQ,,1750,C
Prince of Peace United Church of Christ,4966,S TOWNE SQ,,1750,C
ST. JOHN'S UNITED CHURCH,11333,SAINT JOHNS CHURCH RD,,1750,C
vacant,11350,SAINT JOHNS CHURCH RD,,1750,C
SAKURA GARDENS,10079,SAKURA DR,,1750,C
norrenburns,10500,TESSHIRE DR,,1750,C
VACANT ,10600,TESSHIRE DR,,1750,C
AMPTRON ELECTRIC,10627,TESSHIRE DR,,1750,C
Shine Time Auto,10630,TESSHIRE DR,,1750,C
vacant,10632,TESSHIRE DR,,1750,C
JAMES SCHIELE & SONS TRANSmissions,10689,TESSHIRE DR,,1750,C
river city film/ZIPP EXPRESS,10699,TESSHIRE DR,,1750,C
"CONCORD AUTO BODY, INC.",10700,TESSHIRE DR,,1750,C
ZIPP EXPRESs,10701,TESSHIRE DR,,1750,C
Environmental Plumbing,10703,TESSHIRE DR,,1750,C
off the wall floral service,10704,TESSHIRE DR,,1750,C
STIKA CONCRETE CO.,10705,TESSHIRE DR,,1750,C
TESSON FERRY DENTAL PLAZA,12109,TESSON FERRY PROFESSIONAL CTR,,1750,C
"DR. GARY SHANKER, DDS",12111,TESSON FERRY PROFESSIONAL CTR,,1750,C
west professional enterprises,12115,TESSON FERRY PROFESSIONAL CTR,,1750,C
vision care consultants,12121,TESSON FERRY PROFESSIONAL CTR,,1750,C
Twin Rivers Worship Center,10575,TESSON FERRY RD,,1750,C
Kidstreet Daycare,10575,TESSON FERRY RD,,1750,C
Dressel Elementary,10911,TESSON FERRY RD,,1750,C
EVANGELICAL FULL GOSPEL ASSEMBLY CHURCH,11011,TESSON FERRY RD,,1750,C
CHRISTIAN SCIENCE SOCIETY (CHURCH),11035,TESSON FERRY RD,,1750,C
AHEPA 53 - IV APARTMENTS,11120,TESSON FERRY RD,,1750,C
ahepa iv,11120,TESSON FERRY RD,,1750,C
VACANT,11144,TESSON FERRY RD,100,1750,C
VACANT,11144,TESSON FERRY RD,101,1750,C
"DAVID SCHUVAL, Md",11144,TESSON FERRY RD,200,1750,C
"tara talwar, md",11144,TESSON FERRY RD,201,1750,C
"Drs. Vallerly,  & mc grath",11166,TESSON FERRY RD,302,1750,C
"marketing horizons, inc.",11166,TESSON FERRY RD,305,1750,C
wASHINGTON UNIVERSITY EYE SPECIALISTS,11188,TESSON FERRY RD,100 ,1750,C
CBIC insurance,11188,TESSON FERRY RD,201,1750,C
Neurology & Sleep Medicine Associates,11188,TESSON FERRY RD,202,1750,C
GOEDE PERMIER RECRUITMENT,11188,TESSON FERRY RD,203,1750,C
bjc/south county recovery center,11200,TESSON FERRY RD,100,1750,C
"susan reynolds, md",11200,TESSON FERRY RD,101,1750,C
caduceus corporation,11222,TESSON FERRY RD,100,1750,C
VACANT,11222,TESSON FERRY RD,101,1750,C
"KENNETH E. RIGDEN DDS, DC",11222,TESSON FERRY RD,103,1750,C
ASSOCIATED COUNSELORS,11222,TESSON FERRY RD,200,1750,C
confidence mortgage,11222,TESSON FERRY RD,201,1750,C
GROUP ON HEALTH SOURCE,11222,TESSON FERRY RD,202,1750,C
"people resources, inc.",11222,TESSON FERRY RD,203,1750,C
sindelar dental,11225,TESSON FERRY RD,,1750,C
CAR X MUFFLERS,11420,TESSON FERRY RD,,1750,C
James Lillenberg - General Dentistry,11428,TESSON FERRY RD,,1750,C
old republic title co.,11432,TESSON FERRY RD,,1750,C
SINCLAIR BUICK-GMC,11520,TESSON FERRY RD,,1750,C
WEISS TOYOTA,11771,TESSON FERRY RD,,1750,C
FRANK LETA ACURA,11777,TESSON FERRY RD,,1750,C
PIZZA HUT,11782,TESSON FERRY RD,,1750,C
CONCORD LANES,11801,TESSON FERRY RD,,1750,C
"nails ""r"" us",11802,TESSON FERRY RD,,1750,C
"Hessler's Pub - S K H, Inc.",11804,TESSON FERRY RD,,1750,C
FASTSIGNS,11812,TESSON FERRY RD,,1750,C
EXCELLENCE DENTAL LAB-MARK DAYTON,11820,TESSON FERRY RD,,1750,C
EMPLOYEE STAFFING GROUP,11820,TESSON FERRY RD,100,1750,C
VACANT,11820,TESSON FERRY RD,200,1750,C
STATE FARM INSURANCE,11820,TESSON FERRY RD,201 ,1750,C
STEPHENIE SCHNEIDERHAHN,11820,TESSON FERRY RD,202,1750,C
ACCESS ENGINEERING-MARIE DENNIS,11820,TESSON FERRY RD,203,1750,C
VACANT,11820,TESSON FERRY RD,204,1750,C
"ed koehler, cartoonist",11820,TESSON FERRY RD,205,1750,C
SOLAR ATTIC BLANKET-JOHN ENGELBACH,11820,TESSON FERRY RD,206,1750,C
TOP PRIORITY ROOFING,11820,TESSON FERRY RD,207,1750,C
"SHELTON & MADRID, LLC",11820,TESSON FERRY RD,208,1750,C
VACANT,11820,TESSON FERRY RD,209,1750,C
EASY WAY-MELANIE REVEAL,11820,TESSON FERRY RD,210,1750,C
DOG GONE DELIGHTS  BAKERY & BOUTIQUE,11824,TESSON FERRY RD,,1750,C
c d warehouse,11828,TESSON FERRY RD,100,1750,C
edward jones,11832,TESSON FERRY RD,,1750,C
CAPRICORN FOR HAIR,11834,TESSON FERRY RD,,1750,C
Lilaina's Italian Kitchen,11836,TESSON FERRY RD,,1750,C
dry clean 1-2-3,11838,TESSON FERRY RD,,1750,C
DOBBS AUTO CENTER,11844,TESSON FERRY RD,,1750,C
BP,11940,TESSON FERRY RD,,1750,C
HOUSE OF DENMARK,11960,TESSON FERRY RD,,1750,C
,12000,TESSON FERRY RD,,1750,C
VACANT,12000,TESSON FERRY RD,,1750,C
VACANT,12000,TESSON FERRY RD,06,1750,C
BACK & NECK CARE CTR,12032,TESSON FERRY RD,100 & 101,1750,C
"K & D COUNTER TOPS, INC",12032,TESSON FERRY RD,102,1750,C
ahn's martial arts ag,12032,TESSON FERRY RD,103,1750,C
concord bank,12040,TESSON FERRY RD,,1750,C
THE PHYSICAL THERAPY CENTER II,12048,TESSON FERRY RD,,1750,C
"tabor & guard, cpa",12048,TESSON FERRY RD,,1750,C
stat med transcription,12048,TESSON FERRY RD,201,1750,C
SPERRENG MIDDLE SCHOOL,12111,TESSON FERRY RD,,1750,C
SOUTH SIDE CHURCH OF GOD,12145,TESSON FERRY RD,,1750,C
ORTHOPeDIC & ARTHROSCOPIC ASSOC. PC.,12152,TESSON FERRY RD,,1750,C
PAT'S CUSTOM COVERS,12219,TESSON FERRY RD,,1750,C
BUDGET RENT A CAR,12232,TESSON FERRY RD,,1750,C
first national bank of st. louis,12233,TESSON FERRY RD,,1750,C
VACANT,12244,TESSON FERRY RD,201,1750,C
VACANT,12244,TESSON FERRY RD,"202,204,205",1750,C
"frank a. reinbold, cpa",12244,TESSON FERRY RD,203,1750,C
vacant,12244,TESSON FERRY RD,3RD FLR,1750,C
Electro Savings Credit Union,12400,TESSON FERRY RD,,1750,C
circle k,9998,TESSON FERRY RD,,1750,C
la-z-boy furniture galleries,4110,VON TALGE RD,,1750,C
SOUTH COUNTY BIBLE CHURCH, 4111,VON TALGE RD,,1750,C
Dr Stephen Nikodem Dental,4116,VON TALGE RD,A,1750,C
preferred pediatrics,4116,VON TALGE RD,B,1750,C
R B ROOFING,9529,YUMA DR,,1750,C
WILSON CONCRETE,9533,YUMA DR,,1750,C
CLAYTON HANLEY INSURANCE,9545,YUMA DR,,1750,C
THE LODGE AT ARROWHEAD (ESTATES AT ARROWHEAD CLUBHOUSE), 2822,CHAMPIONSHIP BLVD,,1760,A
QUEEN OF ALL SAINTS CHURCH, 6603,CHRISTOPHER DR,,1760,A
Queen Of All Saints School, 6611,CHRISTOPHER DR,,1760,A
greycliff clubhouse,6620,CHRISTOPHER DR,,1760,A
WHITE HOUSE RETREAT, 7400,CHRISTOPHER DR,,1760,A
New England Village condominiums,6800,COTTAGE GROVE LN,"	",1760,A
New England Village condominiums,6803,COTTAGE GROVE LN,,1760,A
New England Village condominiums,6808,COTTAGE GROVE LN,,1760,A
New England Village condominiums,6815,COTTAGE GROVE LN,,1760,A
New England Village condominiums,6816,COTTAGE GROVE LN,,1760,A
New England Village condominiums,6824,COTTAGE GROVE LN,,1760,A
New England Village condominiums,6832,COTTAGE GROVE LN,,1760,A
New England Village condominiums,6840,COTTAGE GROVE LN,,1760,A
New England Village condominiums,6844,COTTAGE GROVE LN,,1760,A
ROBERT E. ROGERS ELEMENTARY SCHOOL,7700,FINE RD,,1760,A
Metropolitan St. Louis Sewer District,7849,FINE RD,,1760,A
Metropolitan St. Louis Sewer District,7981,FINE RD,,1760,A
The Club at Castle Bluff LLC, 8100,FINE RD,,1760,A
ameren UNION ELECTRIC-meramec PLANT, 8200,FINE RD,,1760,A
Auxillary Storeroom,8200,FINE RD,,1760,A
Caisson,8200,FINE RD,,1760,A
Construction Supervisor Trailer,8200,FINE RD,,1760,A
Contractor Guard Shack ,8200,FINE RD,,1760,A
Control Turbine Gen. #1,8200,FINE RD,,1760,A
Control Turbine Gen. #2,8200,FINE RD,,1760,A
Crusher House,8200,FINE RD,,1760,A
Deluge House #1,8200,FINE RD,,1760,A
Deluge House #2,8200,FINE RD,,1760,A
Equipment Maint. Bld.,8200,FINE RD,,1760,A
ERT Trailer,8200,FINE RD,,1760,A
Fire Pump Bld.,8200,FINE RD,,1760,A
Fly Ash Tower,8200,FINE RD,,1760,A
Insulation Storage Bld,8200,FINE RD,,1760,A
Laborer's House,8200,FINE RD,,1760,B
Main Gate Guard Shack,8200,FINE RD,,1760,B
Main Stacker,8200,FINE RD,,1760,B
Merchant Dust Suppression,8200,FINE RD,,1760,B
Merchant Pile Reclaim Electric,8200,FINE RD,,1760,B
Merchant Storage Bld.,8200,FINE RD,,1760,B
Mobile Equipment  Bld.,8200,FINE RD,,1760,B
Nurses Trailer,8200,FINE RD,,1760,B
Perimeter Guard Shack,8200,FINE RD,,1760,B
Project Engineering Trailer,8200,FINE RD,,1760,B
Radial Stacker,8200,FINE RD,,1760,B
Radial Stacker Valve House,8200,FINE RD,,1760,B
Rail Unloader Pit,8200,FINE RD,,1760,B
Receiving Electrical Bld. ,8200,FINE RD,,1760,B
Reclaim Bld,8200,FINE RD,,1760,B
Simulator Trailer,8200,FINE RD,,1760,B
Store Room Aux Bld,8200,FINE RD,,1760,B
Track Hopper Suppression House,8200,FINE RD,,1760,B
Training Trailer,8200,FINE RD,,1760,B
Training Trailer #2,8200,FINE RD,,1760,B
Water Treatment Bld #1,8200,FINE RD,,1760,B
Water Treatment Bld #2,8200,FINE RD,,1760,B
ARROWHEAD CONDOMINIUMS,7000,GREEN TEE CT,,1760,B
ARROWHEAD CONDOMINIUMS,7004,GREEN TEE CT,,1760,B
ARROWHEAD CONDOMINIUMS,7010,GREEN TEE CT,,1760,B
ARROWHEAD CONDOMINIUMS,7014,GREEN TEE CT,,1760,B
ARROWHEAD CONDOMINIUMS,7021,GREEN TEE CT,,1760,B
ARROWHEAD CONDOMINIUMS,7025,GREEN TEE CT,,1760,B
ARROWHEAD CONDOMINIUMS,7035,GREEN TEE CT,,1760,B
ARROWHEAD CONDOMINIUMS,7037,GREEN TEE CT,,1760,B
vacant, 7353,OLD TELEGRAPH RD,,1760,C
ARROWHEAD CONDOMINIUMS,2802,PAR VALLEY CT,,1760,C
ARROWHEAD CONDOMINIUMS,2806,PAR VALLEY CT,,1760,C
ARROWHEAD CONDOMINIUMS,2814,PAR VALLEY CT,,1760,C
ARROWHEAD CONDOMINIUMS,2818,PAR VALLEY CT,,1760,C
Eco Nails,6070,TELEGRAPH RD,A,1760,C
Direct Biologics LLC,6070,TELEGRAPH RD,B,1760,C
Pub 231 LLC,6070,TELEGRAPH RD,H,1760,C
Oakville Dental Care,6076,TELEGRAPH RD,,1760,C
FIFTH THIRD BANK,6173,TELEGRAPH RD,,1760,C
All for You MedSpa,6324,TELEGRAPH RD,,1760,C
Smugala's Pizza,6346,TELEGRAPH RD,,1760,C
Oakville Pub and Sports Grill,6348,TELEGRAPH RD,,1760,C
Salon C'est Moi,6370,TELEGRAPH RD,,1760,C
Good Shepherd pres. church, 6587,TELEGRAPH RD,,1760,C
Credit Union Lending Systems LLC,6685,TELEGRAPH RD,,1760,C
Planthaven Farms Garden Center, 6703,TELEGRAPH RD,,1760,C
FIRST BAPTIST CHURCH OF OAKVILLE, 6741,TELEGRAPH RD,,1760,C
POINT ELEMENTARY SCHOOL,6790,TELEGRAPH RD,,1760,C
heartland baptist church, 6829,TELEGRAPH RD,,1760,C
Mehlville fire Station 6,6870,TELEGRAPH RD,,1760,C
CRABAPPLE COVE NURSERY, 6961,TELEGRAPH RD,,1760,C
ST. FRANCIS OF ASSISI Knights OF Columbus, 7381,TELEGRAPH RD,,1760,C
THE VILLAGE CLUB (NEW ENGLAND VILLAGE CLUB HOUSE), 3015,TOLL GATE RD,,1760,C
New England Village condominiums,3103,TOLL GATE RD,,1760,C
New England Village condominiums,3111,TOLL GATE RD,,1760,C
New England Village condominiums,3113,TOLL GATE RD,,1760,C
New England Village condominiums,3119,TOLL GATE RD,,1760,C
SOUTH OAKS SUBD POOL/BATH HOUSE, 2792,TOWNE OAKS DR,,1760,C
"little kids, Inc.", 6912,WOODSMERE CIR,,1760,C
missouri collateral recovery,6040,BAUMGARTNER INDUSTRIAL DR,,1770,A
Promark construction,6065,BAUMGARTNER INDUSTRIAL DR,,1770,A
OMEGA TOOL CO.,6068,BAUMGARTNER INDUSTRIAL DR,,1770,A
martak machine,6069,BAUMGARTNER INDUSTRIAL DR,,1770,A
"Receive, Deliver, Install LLC",6071,BAUMGARTNER INDUSTRIAL DR,,1770,A
"Receive, Deliver, Install LLC",6073,BAUMGARTNER INDUSTRIAL DR,,1770,A
AIR HYDRAULICS,6074,BAUMGARTNER INDUSTRIAL DR,,1770,A
Shinetime Detail - Custom Tint and Graphics,6075,BAUMGARTNER INDUSTRIAL DR,,1770,A
living word ministries,4471,BAUMGARTNER RD,,1770,A
Living Word Ministries,4615,BAUMGARTNER RD,,1770,A
Living Word Ministries,4615,BAUMGARTNER RD,,1770,A
KINGDOM HALL OF JEHOVAH'S WiTNESS,4627,BAUMGARTNER RD,,1770,A
d n h automotive,4639,BAUMGARTNER RD,,1770,A
Plasterers Local 3,4656,BAUMGARTNER RD,,1770,A
SCHULZE GLASS,4663,BAUMGARTNER RD,,1770,A
RUDD EQUIPMENT,4679,BAUMGARTNER RD,,1770,A
SPECTRUM cleaning,4683....87,BAUMGARTNER RD,,1770,A
"PERFORMANCE ROOFING, INC",4693,BAUMGARTNER RD,,1770,A
BRADLEY EXCAVATING,4850,BAUMGARTNER RD,,1770,A
dlc enterprises,4850,BAUMGARTNER RD,FRONT,1770,A
BECO CONCRETE PRODUCTS,4855,BAUMGARTNER RD,,1770,A
"GATEWAY FIRE PROTECTION SYSTEM, INC.",4866,BAUMGARTNER RD,LL/rear,1770,A
PREFERRED HEATING & COOLING,4870,BAUMGARTNER RD,LWR/REAR,1770,A
BRUNETTI PESC/CO,4872....74,BAUMGARTNER RD,,1770,A
american family INSURANCE,4876,BAUMGARTNER RD,,1770,A
appel exterminating,4878,BAUMGARTNER RD,,1770,A
